month,day,avg,min,max,range,date,harvestable
11.0,20.0,0.07727272727272727,0.0,0.42,0.42,2000-11-20,0.2727272727272727
11.0,21.0,0.19363636363636366,0.0,1.61,1.61,2000-11-21,0.2727272727272727
11.0,22.0,0.29545454545454547,0.0,1.0,1.0,2000-11-22,0.45454545454545453
11.0,23.0,0.20727272727272725,0.0,0.57,0.57,2000-11-23,0.6363636363636364
11.0,24.0,0.23272727272727273,0.0,1.33,1.33,2000-11-24,0.45454545454545453
11.0,25.0,0.21454545454545454,0.0,0.76,0.76,2000-11-25,0.45454545454545453
11.0,26.0,0.25727272727272726,0.0,1.47,1.47,2000-11-26,0.2727272727272727
11.0,27.0,0.14545454545454548,0.0,0.43,0.43,2000-11-27,0.5454545454545454
11.0,28.0,0.10545454545454545,0.0,0.6,0.6,2000-11-28,0.2727272727272727
11.0,29.0,0.08181818181818182,0.0,0.83,0.83,2000-11-29,0.09090909090909091
11.0,30.0,0.1318181818181818,0.0,0.39,0.39,2000-11-30,0.45454545454545453
12.0,1.0,0.09090909090909091,0.0,0.37,0.37,2000-12-01,0.2727272727272727
12.0,2.0,0.1827272727272727,0.0,0.7,0.7,2000-12-02,0.45454545454545453
12.0,3.0,0.08636363636363636,0.0,0.57,0.57,2000-12-03,0.18181818181818182
12.0,4.0,0.25363636363636366,0.0,1.51,1.51,2000-12-04,0.45454545454545453
12.0,5.0,0.2672727272727273,0.0,1.88,1.88,2000-12-05,0.2727272727272727
12.0,6.0,0.0890909090909091,0.0,0.65,0.65,2000-12-06,0.18181818181818182
12.0,7.0,0.2681818181818182,0.0,0.84,0.84,2000-12-07,0.45454545454545453
12.0,8.0,0.33818181818181814,0.0,1.51,1.51,2000-12-08,0.45454545454545453
12.0,9.0,0.23272727272727273,0.0,0.58,0.58,2000-12-09,0.5454545454545454
12.0,10.0,0.21636363636363634,0.0,0.78,0.78,2000-12-10,0.6363636363636364
12.0,11.0,0.1527272727272727,0.0,0.45,0.45,2000-12-11,0.36363636363636365
12.0,12.0,0.07545454545454545,0.0,0.41,0.41,2000-12-12,0.18181818181818182
12.0,13.0,0.11181818181818182,0.0,0.63,0.63,2000-12-13,0.45454545454545453
12.0,14.0,0.08727272727272728,0.0,0.33,0.33,2000-12-14,0.36363636363636365
12.0,15.0,0.12363636363636364,0.0,0.81,0.81,2000-12-15,0.2727272727272727
12.0,16.0,0.21636363636363634,0.0,1.07,1.07,2000-12-16,0.36363636363636365
12.0,17.0,0.2681818181818182,0.0,0.99,0.99,2000-12-17,0.6363636363636364
12.0,18.0,0.3618181818181818,0.0,0.77,0.77,2000-12-18,0.7272727272727273
12.0,19.0,0.3854545454545455,0.0,1.39,1.39,2000-12-19,0.5454545454545454
12.0,20.0,0.36727272727272725,0.0,2.64,2.64,2000-12-20,0.5454545454545454
12.0,21.0,0.39545454545454545,0.0,2.19,2.19,2000-12-21,0.5454545454545454
12.0,22.0,0.2727272727272727,0.0,0.92,0.92,2000-12-22,0.8181818181818182
12.0,23.0,0.17545454545454547,0.0,0.68,0.68,2000-12-23,0.45454545454545453
12.0,24.0,0.1981818181818182,0.0,1.14,1.14,2000-12-24,0.5454545454545454
12.0,25.0,0.3336363636363636,0.0,1.08,1.08,2000-12-25,0.6363636363636364
12.0,26.0,0.16454545454545455,0.0,0.82,0.82,2000-12-26,0.36363636363636365
12.0,27.0,0.2009090909090909,0.0,0.81,0.81,2000-12-27,0.5454545454545454
12.0,28.0,0.09272727272727273,0.0,0.5,0.5,2000-12-28,0.2727272727272727
12.0,29.0,0.27545454545454545,0.0,1.19,1.19,2000-12-29,0.5454545454545454
12.0,30.0,0.11727272727272728,0.0,0.58,0.58,2000-12-30,0.2727272727272727
12.0,31.0,0.03363636363636364,0.0,0.2,0.2,2000-12-31,0.18181818181818182
